"country","rating","name","count_of_rents","amount_made"
"Paraguay","NC-17","Games","1","2.99"
"Venezuela","PG-13","Comedy","1","4.99"
"Spain","G","Action","2","4.98"
"China","NC-17","Children","16","63.84"
"Oman","NC-17","Comedy","2","6.98"
"Mexico","G","Animation","14","59.86"
"Egypt","PG-13","Children","1","3.99"
"South Korea","PG-13","Foreign","1","8.99"
"Vietnam","PG","Music","1","6.99"
"Taiwan","R","Documentary","4","13.96"
"Kenya","R","Comedy","4","20.96"
"Austria","NC-17","Action","1","2.99"
"Romania","G","Sports","2","17.98"
"Greece","PG-13","Sports","1","1.99"
"Congo, The Democratic Republic of the","PG","Sci-Fi","2","1.98"
"Brunei","PG","Action","1","4.99"
"Paraguay","NC-17","Music","2","5.98"
"Sweden","PG","Animation","1","3.99"
"Ukraine","R","Horror","1","7.99"
"Greece","PG-13","Drama","1","1.99"
"Netherlands","PG-13","Animation","5","30.95"
"Congo, The Democratic Republic of the","PG","Horror","1","4.99"
"Holy See (Vatican City State)","G","Sports","1","2.99"
"Gambia","PG","Comedy","2","9.98"
"Venezuela","NC-17","Drama","4","21.96"
"Turkey","NC-17","Music","13","49.87"
"Mozambique","NC-17","Documentary","3","7.97"
"Nigeria","G","Games","4","28.96"
"Tunisia","R","Children","1","0.99"
"Yemen","PG","Sci-Fi","4","27.96"
"Virgin Islands, U.S.","G","Animation","1","4.99"
"Japan","R","Family","5","15.95"
"Switzerland","PG","Comedy","3","13.97"
"Taiwan","G","Sci-Fi","2","5.98"
"Italy","G","Sports","2","10.98"
"Sri Lanka","NC-17","Comedy","1","6.99"
"Spain","PG-13","Foreign","5","23.95"
"Poland","G","Horror","2","5.98"
"French Polynesia","PG-13","Action","1","4.99"
"Romania","PG","Children","2","6.98"
"Taiwan","R","Comedy","4","14.96"
"Chile","R","Classics","3","14.97"
"Yemen","PG","Drama","1","5.99"
"Russian Federation","G","Classics","7","32.93"
"New Zealand","PG","Travel","1","2.99"
"Hong Kong","NC-17","Comedy","1","6.99"
"Belarus","R","Comedy","1","6.99"
"Egypt","PG-13","Action","1","2.99"
"New Zealand","G","Animation","1","3.99"
"Holy See (Vatican City State)","R","Sci-Fi","2","13.98"
"Latvia","G","Travel","1","4.99"
"China","R","Music","19","68.81"
"Indonesia","PG","Documentary","4","9.96"
"Brazil","G","Classics","6","14.94"
"Peru","R","New","1","2.99"
"Spain","NC-17","Children","1","0.99"
"Latvia","G","Drama","1","8.99"
"France","G","New","1","3.99"
"Kenya","R","Classics","1","2.99"
"Puerto Rico","PG-13","New","2","12.98"
"United States","R","Children","9","20.91"
"Thailand","R","Horror","1","4.99"
"Kazakstan","R","Classics","1","2.99"
"Cambodia","NC-17","New","1","2.99"
"Bulgaria","PG-13","Drama","2","5.98"
"Yemen","NC-17","Family","2","7.98"
"Mexico","PG-13","Music","3","8.97"
"Bangladesh","NC-17","Action","1","0.99"
"Bulgaria","PG","Animation","1","2.99"
"Bangladesh","PG-13","Comedy","1","4.99"
"Madagascar","R","Family","1","5.99"
"India","PG","Family","19","56.81"
"Brazil","NC-17","Music","11","45.89"
"Chad","PG","Travel","1","4.99"
"Philippines","PG-13","Sports","7","24.93"
"Argentina","PG","Classics","3","13.97"
"South Africa","G","Horror","3","13.97"
"Mexico","R","Games","13","52.87"
"Spain","PG","Action","1","4.99"
"Austria","R","Family","1","2.99"
"Netherlands","PG","Children","2","5.98"
"Bahrain","PG-13","Sports","1","4.99"
"Egypt","PG-13","Documentary","2","3.98"
"India","G","Documentary","21","73.79"
"Turkey","PG","Animation","5","19.95"
"Anguilla","NC-17","Sci-Fi","1","0.99"
"United Arab Emirates","PG","Drama","1","2.99"
"Pakistan","R","New","1","6.99"
"Taiwan","G","Action","7","30.91"
"Netherlands","G","Comedy","3","5.97"
"Afghanistan","PG-13","Documentary","1","0.99"
"Tanzania","PG-13","Family","1","2.99"
"Taiwan","PG","Horror","2","7.98"
"Dominican Republic","R","Sports","1","4.99"
"American Samoa","NC-17","Music","1","0.99"
"Austria","NC-17","Animation","2","13.98"
"Brazil","NC-17","New","8","36.92"
"India","PG-13","Documentary","14","50.87"
"Paraguay","PG-13","Music","2","3.98"
"Romania","PG-13","Documentary","1","5.99"
"United States","NC-17","Family","9","35.91"
"Argentina","PG-13","Games","6","22.94"
"Japan","G","Thriller","1","3.99"
"Indonesia","G","Travel","1","2.99"
"Slovakia","PG-13","Family","1","0.99"
"Philippines","PG","Sci-Fi","7","26.93"
"Ukraine","G","Drama","1","7.99"
"Kazakstan","PG-13","Horror","3","8.97"
"Mexico","G","Classics","9","25.91"
"Peru","PG","Family","2","5.98"
"Japan","NC-17","Sports","8","29.92"
"Japan","PG-13","Classics","14","53.86"
"United States","PG","Action","12","53.88"
"Dominican Republic","PG-13","Foreign","5","22.95"
"Colombia","PG-13","Children","1","3.99"
"Turkey","PG-13","Sci-Fi","7","27.93"
"Colombia","R","Classics","1","8.99"
"South Africa","PG-13","Sci-Fi","2","10.98"
"Russian Federation","PG","Foreign","6","21.94"
"Morocco","R","Children","1","2.99"
"Taiwan","PG-13","Comedy","1","5.99"
"Russian Federation","G","New","7","33.93"
"Germany","G","Family","1","2.99"
"France","PG","Sci-Fi","1","0.99"
"Tanzania","PG","Horror","1","3.99"
"Belarus","NC-17","Action","1","8.99"
"Indonesia","PG","Action","4","13.96"
"Canada","R","Foreign","3","4.97"
"Taiwan","R","New","6","30.95"
"Latvia","R","Horror","1","4.99"
"Egypt","PG","Horror","1","5.99"
"Faroe Islands","PG","Travel","1","4.99"
"France","NC-17","Classics","1","0.99"
"Japan","G","New","16","71.84"
"Gambia","PG-13","Drama","1","1.99"
"Russian Federation","PG","Games","4","23.96"
"Mozambique","NC-17","Children","1","0.99"
"Spain","G","Comedy","1","0.99"
"Mozambique","PG-13","Music","1","3.99"
"Sweden","PG","Foreign","1","2.99"
"Austria","PG-13","New","2","5.98"
"Malaysia","PG-13","Foreign","3","17.97"
"Poland","PG","Horror","4","11.96"
"Spain","PG","Children","2","8.98"
"Peru","R","Classics","1","2.99"
"Morocco","PG-13","Foreign","3","11.97"
"Germany","G","Travel","1","4.99"
"Sweden","PG-13","Travel","1","2.99"
"New Zealand","PG-13","Drama","2","6.98"
"Thailand","PG-13","Sports","1","0.00"
"Liechtenstein","PG","New","1","9.99"
"Ukraine","PG-13","Documentary","2","5.98"
"Finland","PG-13","Travel","1","0.99"
"Colombia","PG","Sports","3","13.97"
"Italy","G","Children","1","4.99"
"United Kingdom","PG-13","Horror","2","1.98"
"Malaysia","G","Documentary","2","5.98"
"France","PG","Comedy","3","10.97"
"Turkey","G","Documentary","6","24.94"
"Tanzania","G","Sports","1","2.99"
"Israel","PG-13","Foreign","3","14.97"
"Egypt","R","Action","2","7.98"
"Iran","NC-17","Documentary","3","10.97"
"Pakistan","R","Animation","1","8.99"
"Switzerland","PG","New","1","5.99"
"Puerto Rico","PG-13","Drama","1","0.99"
"Peru","NC-17","New","3","16.97"
"Liechtenstein","PG-13","Action","1","1.99"
"India","G","Children","18","94.82"
"Cameroon","PG-13","Sports","1","2.99"
"Mexico","PG-13","Travel","6","22.94"
"Iran","PG","Sci-Fi","4","17.96"
"Japan","R","Children","7","21.93"
"Afghanistan","PG","Travel","1","4.99"
"Cambodia","NC-17","Games","2","2.98"
"Mexico","NC-17","Action","7","7.93"
"Runion","PG","Family","2","6.98"
"Israel","PG-13","Sci-Fi","2","10.98"
"Canada","G","Drama","3","11.97"
"Argentina","G","Family","2","10.98"
"Estonia","G","Family","1","0.99"
"Armenia","G","Foreign","1","4.99"
"Senegal","PG-13","Games","1","3.99"
"Nigeria","G","Drama","2","8.98"
"Mozambique","R","Family","2","8.98"
"Nigeria","R","Music","3","4.97"
"Malawi","NC-17","Drama","1","4.99"
"Kenya","PG-13","Travel","1","4.99"
"Taiwan","NC-17","Action","2","4.98"
"Turkmenistan","R","Travel","1","6.99"
"Germany","NC-17","Classics","2","10.98"
"Oman","R","Sci-Fi","2","9.98"
"Argentina","NC-17","Children","3","5.97"
"Turkey","PG","Sports","5","20.95"
"Brazil","G","Travel","8","39.92"
"China","R","Travel","9","31.91"
"Mexico","R","Sci-Fi","15","82.85"
"United Kingdom","G","Classics","4","13.96"
"Canada","R","Music","2","5.98"
"Iran","NC-17","Foreign","3","8.97"
"Colombia","R","Travel","2","7.98"
"Indonesia","G","Drama","3","18.97"
"Israel","NC-17","Animation","3","12.97"
"Yugoslavia","PG-13","Foreign","1","3.99"
"Canada","NC-17","Classics","1","7.99"
"Bangladesh","NC-17","Comedy","1","3.99"
"Kuwait","G","New","1","0.99"
"Saint Vincent and the Grenadines","NC-17","Children","1","5.99"
"Tanzania","PG-13","Horror","1","5.99"
"United States","G","Family","7","25.93"
"Colombia","NC-17","Animation","3","13.97"
"Congo, The Democratic Republic of the","PG-13","New","1","2.99"
"Yemen","NC-17","Foreign","2","5.98"
"Italy","R","Music","3","15.97"
"Ecuador","PG","Travel","1","3.99"
"Yugoslavia","G","Children","1","6.99"
"Peru","PG-13","Music","1","3.99"
"Nigeria","R","Foreign","5","13.96"
"Pakistan","NC-17","Classics","2","6.98"
"Nauru","NC-17","Games","1","3.99"
"Austria","PG","Family","3","12.97"
"Bulgaria","R","Documentary","2","10.98"
"Netherlands","PG","Sci-Fi","6","32.94"
"China","PG","Comedy","22","72.78"
"New Zealand","R","Horror","1","5.99"
"Runion","NC-17","Sci-Fi","1","4.99"
"Switzerland","R","Sci-Fi","1","6.99"
"Pakistan","R","Children","2","5.98"
"Malawi","NC-17","New","1","5.99"
"Iraq","PG","Documentary","1","2.99"
"Sudan","G","Games","1","0.99"
"Poland","PG-13","Family","1","9.99"
"Brazil","PG","Family","11","51.89"
"French Polynesia","R","Travel","1","4.99"
"Liechtenstein","R","Foreign","1","2.99"
"Bangladesh","G","Comedy","1","2.99"
"Colombia","G","Documentary","3","9.97"
"Cambodia","PG","Classics","1","3.99"
"Bulgaria","R","New","1","4.99"
"Egypt","NC-17","Animation","3","6.97"
"Venezuela","R","Foreign","3","2.97"
"Yugoslavia","NC-17","Sports","1","3.99"
"Venezuela","PG","Comedy","2","4.98"
"Argentina","G","Animation","5","24.95"
"United Kingdom","PG-13","Sports","6","24.94"
"Hungary","NC-17","Sports","1","0.99"
"Nepal","PG-13","Foreign","1","5.99"
"Ukraine","G","Documentary","2","5.98"
"Mozambique","NC-17","Travel","2","3.98"
"India","R","Horror","22","93.78"
"Netherlands","PG","New","2","12.98"
"Philippines","PG","Games","3","15.97"
"India","PG","Sports","24","97.75"
"Pakistan","PG","Horror","2","5.98"
"Turkey","R","Games","5","25.95"
"Brazil","R","New","5","22.95"
"Germany","NC-17","Foreign","1","3.99"
"Thailand","R","Foreign","1","4.99"
"Bangladesh","R","Foreign","3","7.97"
"Hong Kong","R","Family","1","2.99"
"Myanmar","PG-13","Horror","2","6.98"
"Latvia","PG","Sci-Fi","4","13.96"
"New Zealand","R","Sci-Fi","1","7.99"
"France","G","Action","4","9.96"
"Peru","PG","Travel","4","10.96"
"Japan","PG","Action","10","26.90"
"Chile","PG-13","Sports","1","3.99"
"Madagascar","NC-17","Sci-Fi","1","1.99"
"Senegal","PG","Sci-Fi","1","0.99"
"China","PG","Documentary","20","77.80"
"Senegal","R","Documentary","1","2.99"
"Venezuela","R","Children","2","10.98"
"Austria","PG","Documentary","3","8.97"
"Bangladesh","PG","Foreign","1","0.99"
"French Polynesia","PG","Documentary","1","0.99"
"Kuwait","NC-17","Animation","1","5.99"
"Greece","PG-13","Action","1","2.99"
"Malawi","R","Sci-Fi","1","5.99"
"Egypt","R","Classics","1","2.99"
"Vietnam","R","Foreign","3","13.97"
"Brazil","NC-17","Family","3","13.97"
"Oman","R","Action","2","5.98"
"American Samoa","PG","Foreign","1","4.99"
"United States","R","Travel","5","28.95"
"French Polynesia","G","Documentary","1","7.99"
"Canada","R","Action","1","2.99"
"Turkey","R","Music","1","2.99"
"Chile","G","Sports","1","4.99"
"Germany","PG","Animation","3","17.97"
"Mozambique","G","New","3","12.97"
"Spain","NC-17","Foreign","1","4.99"
"Cameroon","PG-13","Horror","1","2.99"
"India","PG-13","Foreign","31","168.69"
"South Korea","PG","Children","3","15.97"
"China","R","Sci-Fi","20","90.80"
"Ukraine","R","Children","3","8.97"
"Czech Republic","R","Children","1","3.99"
"Madagascar","PG-13","Comedy","1","5.99"
"Congo, The Democratic Republic of the","G","Drama","1","5.99"
"China","NC-17","Foreign","10","47.90"
"Brunei","G","Travel","1","2.99"
"Kazakstan","PG-13","Sports","1","0.99"
"China","PG-13","Comedy","17","71.83"
"Philippines","PG-13","Classics","10","46.90"
"Argentina","G","Documentary","7","28.93"
"Germany","R","Drama","2","7.98"
"Germany","NC-17","New","3","17.97"
"Mozambique","G","Foreign","3","15.97"
"Sudan","R","Family","2","3.98"
"Israel","NC-17","New","1","0.99"
"Japan","G","Drama","9","45.91"
"France","R","New","1","4.99"
"Saudi Arabia","PG","Children","2","11.98"
"Sudan","PG","Sci-Fi","3","10.97"
"Runion","PG","Travel","1","2.99"
"Mexico","NC-17","Travel","6","27.94"
"Philippines","G","Animation","13","51.87"
"Germany","G","New","1","4.99"
"Runion","G","Games","1","1.99"
"Madagascar","PG","Sports","1","4.99"
"Yugoslavia","R","New","2","8.98"
"India","PG","Foreign","30","106.70"
"Ukraine","PG-13","New","4","17.96"
"Saudi Arabia","PG","Foreign","2","5.98"
"Vietnam","R","Action","3","4.97"
"Colombia","G","Foreign","1","3.99"
"Bangladesh","G","Documentary","1","0.99"
"Venezuela","NC-17","Comedy","1","1.99"
"Iran","PG-13","Family","4","18.96"
"Nepal","PG","Comedy","1","6.99"
"Congo, The Democratic Republic of the","PG-13","Foreign","3","8.97"
"Philippines","R","Travel","2","11.98"
"Finland","NC-17","Games","1","0.99"
"Saudi Arabia","G","Foreign","1","2.99"
"Ecuador","PG-13","Comedy","2","8.98"
"United Kingdom","PG","Sports","2","5.98"
"Iran","PG-13","Sports","2","13.98"
"Lithuania","R","Sports","1","3.99"
"North Korea","G","Horror","1","5.99"
"Finland","PG","Sci-Fi","1","0.99"
"French Polynesia","PG-13","Games","1","4.99"
"Paraguay","NC-17","Foreign","1","8.99"
"Moldova","R","Foreign","1","4.99"
"Bolivia","PG-13","Action","1","4.99"
"French Polynesia","PG","Action","1","3.99"
"Bangladesh","R","Classics","1","4.99"
"Germany","NC-17","Animation","5","20.95"
"Estonia","R","Games","2","8.98"
"Zambia","G","Animation","1","2.99"
"Brazil","R","Drama","8","26.92"
"Canada","PG","Travel","2","8.98"
"Algeria","R","Games","1","3.99"
"South Korea","NC-17","Animation","2","6.98"
"Brunei","NC-17","Music","1","4.99"
"Japan","R","Foreign","6","26.94"
"Brunei","G","Sports","1","0.99"
"Philippines","G","Family","7","26.93"
"Senegal","G","Drama","1","4.99"
"Cameroon","PG-13","Action","2","5.98"
"Algeria","G","Animation","1","7.99"
"Austria","PG-13","Comedy","2","9.98"
"South Africa","NC-17","Documentary","4","20.96"
"Myanmar","NC-17","Sports","2","6.98"
"United Arab Emirates","PG","Classics","2","8.98"
"New Zealand","NC-17","Sports","2","5.98"
"Colombia","NC-17","Children","1","4.99"
"Bolivia","PG","Animation","2","5.98"
"Venezuela","PG","New","1","2.99"
"French Polynesia","R","Classics","2","5.98"
"United Arab Emirates","NC-17","Games","1","3.99"
"Indonesia","PG","Travel","5","21.95"
"Netherlands","R","Games","4","18.96"
"China","PG-13","Family","15","62.85"
"Netherlands","NC-17","Comedy","1","7.99"
"Iran","PG","Travel","3","12.97"
"France","G","Drama","1","2.99"
"Nigeria","G","Animation","3","6.97"
"Turkmenistan","G","Family","1","2.99"
"Tunisia","R","Music","1","4.99"
"Tanzania","R","New","1","0.99"
"Russian Federation","NC-17","Drama","12","53.88"
"Chile","PG-13","Action","1","2.99"
"Malawi","G","Animation","1","2.99"
"China","NC-17","Documentary","18","69.82"
"Congo, The Democratic Republic of the","PG-13","Action","1","4.99"
"Cambodia","R","Sports","1","8.99"
"Liechtenstein","PG","Sci-Fi","2","12.98"
"United States","NC-17","Horror","7","21.93"
"France","G","Family","1","1.99"
"Chad","G","Children","1","2.99"
"Latvia","PG-13","Horror","1","6.99"
"Kazakstan","R","Horror","1","0.99"
"Congo, The Democratic Republic of the","PG-13","Classics","2","12.98"
"Canada","NC-17","Comedy","3","25.97"
"Germany","G","Comedy","2","10.98"
"Morocco","R","Games","1","4.99"
"Bangladesh","PG-13","Horror","1","4.99"
"Argentina","NC-17","Action","5","9.95"
"North Korea","PG-13","Animation","1","4.99"
"United Arab Emirates","G","Family","1","3.99"
"Cameroon","PG","Documentary","2","8.98"
"Venezuela","PG","Drama","1","7.99"
"Chile","G","New","3","18.97"
"Holy See (Vatican City State)","R","Games","1","4.99"
"Argentina","PG-13","Music","1","0.99"
"Yugoslavia","PG","Children","1","4.99"
"Nigeria","PG","Travel","5","14.95"
"Belarus","NC-17","Sci-Fi","1","2.99"
"Yemen","PG-13","Children","3","10.97"
"Mexico","PG","Sports","16","67.84"
"Greenland","R","New","1","1.99"
"Canada","G","Documentary","1","2.99"
"Sudan","PG-13","Horror","2","12.98"
"Venezuela","PG","Children","1","1.99"
"Greece","G","New","1","6.99"
"Bangladesh","PG","Drama","1","2.99"
"France","PG-13","Action","2","3.98"
"Runion","NC-17","Games","1","3.99"
"Czech Republic","PG-13","New","1","6.99"
"Nauru","PG-13","Horror","1","4.99"
"Italy","PG","Drama","3","16.97"
"Japan","PG","Drama","9","32.91"
"India","NC-17","Comedy","11","66.89"
"Bangladesh","PG","Sci-Fi","2","7.98"
"Ecuador","G","Animation","3","20.97"
"Faroe Islands","PG","Sports","1","4.99"
"Nigeria","PG","Action","5","23.95"
"Senegal","PG-13","Classics","1","4.99"
"Brunei","NC-17","Drama","2","8.98"
"Bolivia","NC-17","Sports","1","4.99"
"Egypt","PG","Family","5","18.95"
"Runion","NC-17","Sports","1","3.99"
"Canada","R","Travel","1","4.99"
"Bulgaria","PG-13","Foreign","2","13.98"
"Cameroon","PG-13","Animation","3","7.97"
"South Korea","PG-13","Family","2","8.98"
"Bolivia","PG","Family","2","8.98"
"Indonesia","R","Horror","3","12.97"
"Ukraine","R","Sci-Fi","3","13.97"
"Dominican Republic","PG","Sci-Fi","1","0.99"
"Tanzania","NC-17","Family","1","4.99"
"Vietnam","NC-17","Games","2","11.98"
"Turkmenistan","PG","Family","1","6.99"
"South Africa","NC-17","Drama","4","18.96"
"Liechtenstein","PG-13","Sports","2","10.98"
"Chile","G","Children","1","5.99"
"Paraguay","R","Action","1","5.99"
"Morocco","R","Classics","2","1.98"
"Japan","G","Sports","9","48.91"
"Paraguay","G","Sci-Fi","1","2.99"
"Taiwan","R","Horror","1","4.99"
"Kuwait","PG-13","Foreign","2","10.98"
"Netherlands","PG-13","Foreign","2","7.98"
"Saudi Arabia","PG-13","Classics","1","6.99"
"Armenia","G","Sci-Fi","1","4.99"
"Argentina","R","Sports","5","29.95"
"Morocco","NC-17","Documentary","1","4.99"
"Poland","G","Children","1","10.99"
"Germany","PG-13","Travel","1","2.99"
"Argentina","PG","Drama","3","11.97"
"Austria","PG","Drama","1","4.99"
"Romania","G","Classics","2","5.98"
"Turkey","G","Action","6","23.94"
"Yemen","NC-17","Animation","1","4.99"
"Chile","PG-13","Sci-Fi","2","12.98"
"Spain","PG-13","Travel","2","7.98"
"Kazakstan","NC-17","Comedy","1","2.99"
"Turkmenistan","G","Sports","1","10.99"
"Ethiopia","NC-17","Comedy","1","0.99"
"Hungary","PG","Comedy","2","3.98"
"Ukraine","PG","Action","2","16.98"
"France","PG-13","Classics","1","4.99"
"Myanmar","PG","Drama","2","12.98"
"South Africa","NC-17","Family","2","13.98"
"Philippines","R","Horror","5","16.95"
"Vietnam","G","Action","2","7.98"
"United Kingdom","G","Foreign","1","0.99"
"Belarus","G","Games","1","3.99"
"Poland","R","Family","3","15.97"
"Egypt","NC-17","Sports","3","14.97"
"Austria","R","Sports","2","3.98"
"Turkey","NC-17","Foreign","2","9.98"
"Pakistan","NC-17","Action","1","2.99"
"Philippines","R","Animation","6","30.94"
"Russian Federation","PG","Action","8","26.92"
"Runion","PG","Sci-Fi","1","1.99"
"Russian Federation","G","Animation","16","57.84"
"Ethiopia","PG-13","Sports","1","0.99"
"North Korea","PG","Animation","1","0.99"
"Sudan","PG","Horror","1","2.99"
"Turkmenistan","PG","Games","1","1.99"
"Malaysia","G","Travel","1","7.99"
"Germany","R","Horror","2","9.97"
"Brazil","G","Action","10","43.90"
"United States","R","New","5","18.95"
"Ukraine","PG-13","Action","4","17.96"
"French Polynesia","PG","Horror","1","0.00"
"Bahrain","PG-13","Games","1","4.99"
"Israel","G","Games","1","9.99"
"Lithuania","PG","Horror","1","4.99"
"Kenya","R","Travel","2","5.98"
"Netherlands","R","Travel","5","23.95"
"Anguilla","R","Classics","1","3.99"
"Venezuela","PG","Games","2","11.98"
"Pakistan","PG-13","Children","2","3.98"
"United Kingdom","PG-13","Children","4","17.96"
"Turkey","PG","Comedy","8","28.92"
"Virgin Islands, U.S.","R","Horror","1","3.99"
"United States","PG","Games","2","18.98"
"Puerto Rico","PG","Foreign","3","18.97"
"Dominican Republic","R","Foreign","1","4.99"
"Turkey","PG","Children","4","16.96"
"Azerbaijan","PG","Music","2","5.98"
"Brazil","PG","Comedy","6","25.93"
"Spain","PG","Music","2","12.98"
"Peru","R","Documentary","1","3.99"
"Spain","NC-17","Games","8","25.92"
"Pakistan","G","Music","1","3.99"
"Algeria","PG","Action","1","4.99"
"Ecuador","PG-13","Sci-Fi","1","1.99"
"French Polynesia","NC-17","New","1","2.99"
"United Kingdom","R","Action","4","8.96"
"Afghanistan","NC-17","Animation","1","0.99"
"Cambodia","G","Music","1","0.00"
"Poland","PG-13","Animation","3","16.97"
"United Kingdom","NC-17","Travel","3","12.97"
"Belarus","PG","New","1","4.99"
"American Samoa","PG-13","Classics","1","4.99"
"Peru","R","Drama","3","14.97"
"United States","PG-13","Sci-Fi","12","51.88"
"Indonesia","PG-13","Travel","3","10.97"
"Mozambique","PG-13","Children","1","6.99"
"Japan","PG-13","Comedy","10","44.90"
"Philippines","G","Classics","4","6.96"
"South Korea","NC-17","Comedy","1","10.99"
"Greece","PG-13","Sci-Fi","1","4.99"
"Japan","G","Children","15","72.85"
"Kenya","PG","Music","1","2.99"
"Canada","G","New","3","19.97"
"Hong Kong","G","Family","1","4.99"
"Bangladesh","R","Action","1","3.99"
"Taiwan","NC-17","Music","5","21.95"
"Netherlands","PG","Family","2","14.98"
"China","NC-17","Family","10","44.90"
"Argentina","PG-13","Action","4","29.96"
"Philippines","R","Family","6","24.94"
"Russian Federation","NC-17","Foreign","2","13.98"
"Ecuador","PG","Classics","1","3.99"
"United Kingdom","G","Sports","3","17.97"
"Ukraine","PG","Documentary","4","13.96"
"Thailand","PG-13","Comedy","1","3.99"
"Tanzania","R","Travel","3","13.97"
"Kuwait","NC-17","Children","2","5.98"
"France","R","Animation","1","0.99"
"Cameroon","PG","Foreign","1","2.99"
"Turkey","NC-17","Animation","4","19.96"
"China","NC-17","New","18","88.82"
"India","PG","Classics","17","80.83"
"Japan","PG","Animation","7","29.93"
"Poland","G","Animation","1","2.99"
"Holy See (Vatican City State)","PG-13","Classics","2","1.98"
"Armenia","PG-13","Sci-Fi","1","2.99"
"Tuvalu","G","Animation","1","6.99"
"Morocco","PG","Comedy","2","5.98"
"Malaysia","PG","Action","1","2.99"
"Azerbaijan","PG-13","Comedy","1","10.99"
"Angola","NC-17","Music","2","4.98"
"Yemen","R","Travel","1","3.99"
"Indonesia","PG-13","Documentary","3","9.97"
"Anguilla","R","Sci-Fi","1","4.99"
"Mozambique","PG-13","Action","4","15.96"
"Kazakstan","G","Children","1","2.99"
"French Polynesia","G","New","2","9.98"
"Angola","NC-17","Horror","1","0.99"
"Vietnam","PG","Horror","4","7.96"
"Brazil","PG","Horror","7","40.93"
"Madagascar","PG","Horror","1","3.99"
"Faroe Islands","PG-13","Animation","1","0.99"
"Malaysia","PG","Sports","3","16.97"
"India","R","Animation","14","43.86"
"Belarus","PG","Foreign","2","9.98"
"Russian Federation","G","Family","5","25.95"
"Morocco","PG","Children","2","4.98"
"Italy","R","Horror","2","8.98"
"Ecuador","PG","New","1","2.99"
"Poland","NC-17","Comedy","3","21.97"
"Colombia","PG-13","Action","2","13.98"
"Ecuador","NC-17","Action","1","0.99"
"Virgin Islands, U.S.","PG-13","New","1","2.99"
"Brunei","G","Documentary","1","0.99"
"Peru","PG","Classics","3","13.97"
"Canada","G","Travel","2","9.98"
"Bahrain","PG","Classics","1","4.99"
"Ecuador","PG","Sports","2","8.98"
"Italy","G","Travel","2","9.98"
"United Arab Emirates","G","Sports","1","2.99"
"Spain","G","New","1","9.99"
"Belarus","NC-17","New","2","3.98"
"Russian Federation","PG","Animation","4","11.96"
"Netherlands","R","Family","1","0.99"
"Iran","G","Children","3","19.97"
"Russian Federation","G","Thriller","1","4.99"
"Runion","PG-13","Travel","1","6.99"
"Poland","PG-13","Children","1","2.99"
"Oman","PG","New","1","2.99"
"Taiwan","PG-13","Drama","10","34.90"
"Iran","PG-13","Children","3","6.97"
"United States","PG","Travel","6","31.94"
"Cambodia","R","Animation","1","0.99"
"Dominican Republic","G","Horror","2","10.98"
"Israel","NC-17","Travel","2","11.98"
"United Arab Emirates","PG","Travel","4","9.96"
"Poland","G","Documentary","1","5.99"
"American Samoa","NC-17","Games","1","0.99"
"United States","PG","Sci-Fi","16","79.84"
"United Arab Emirates","G","Animation","1","0.99"
"Israel","R","Documentary","2","2.98"
"Italy","PG","Games","1","0.99"
"Paraguay","PG-13","Sci-Fi","2","11.98"
"Cambodia","NC-17","Drama","1","6.99"
"Taiwan","G","Sports","2","16.98"
"South Africa","NC-17","Sci-Fi","2","10.98"
"China","R","Family","22","84.78"
"Latvia","R","Action","3","11.97"
"Canada","PG-13","Animation","3","15.97"
"United Arab Emirates","R","Sports","2","7.98"
"Morocco","G","Animation","1","7.99"
"Morocco","G","Family","2","7.98"
"Colombia","G","Classics","2","8.98"
"Ukraine","G","Action","4","24.96"
"Mozambique","R","Games","1","5.99"
"Austria","G","Travel","1","4.99"
"United Kingdom","PG-13","Drama","3","2.97"
"Philippines","G","Sci-Fi","3","6.97"
"Greenland","NC-17","Music","2","3.98"
"Nigeria","PG-13","New","3","6.97"
"United States","NC-17","New","22","77.78"
"Vietnam","PG-13","Documentary","2","5.98"
"American Samoa","PG","Sports","1","4.99"
"Nigeria","R","Classics","3","15.97"
"Thailand","G","Sci-Fi","2","5.98"
"Mexico","PG","Games","4","22.96"
"Cambodia","G","Animation","1","4.99"
"Turkey","PG-13","Travel","2","8.98"
"Malaysia","PG","Sci-Fi","2","13.98"
"Bulgaria","G","Sports","1","2.99"
"Taiwan","NC-17","Classics","4","8.96"
"Holy See (Vatican City State)","PG-13","Horror","1","4.99"
"Oman","PG","Classics","1","2.99"
"Nigeria","NC-17","New","2","10.98"
"Vietnam","PG-13","Comedy","2","15.98"
"Peru","PG-13","Sports","2","3.98"
"Egypt","G","Classics","2","10.98"
"New Zealand","NC-17","Classics","1","2.99"
"Tanzania","PG","Action","1","2.99"
"Germany","NC-17","Comedy","2","16.98"
"Thailand","PG","Children","1","4.99"
"United States","G","Action","14","62.86"
"Indonesia","PG","New","1","6.99"
"India","G","Thriller","2","6.98"
"Japan","PG","New","14","75.86"
"India","G","Classics","16","52.84"
"Peru","PG","Action","2","1.98"
"Thailand","PG","Animation","2","5.98"
"Iran","PG-13","Music","3","6.97"
"Saudi Arabia","NC-17","Family","2","8.98"
"Dominican Republic","PG","Comedy","2","5.98"
"Mexico","R","Comedy","4","17.96"
"Algeria","PG-13","Action","1","3.99"
"Runion","G","Travel","1","4.99"
